+-----+------+-------+-----+-------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  | year | month | day |      street       |                                                                                                            description                                                                                                             |
+-----+------+-------+-----+-------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 295 | 2020 | 7     | 28  | Chamberlin Street | Theft of the CS50 duck took place at 10:15am at the Chamberlin Street courthouse. Interviews were conducted today with three witnesses who were present at the time — each of their interview transcripts mentions the courthouse. |
+-----+------+-------+-----+-------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+-----+---------+------+-------+-----+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  |  name   | year | month | day |                                                                                                                                                       transcript                                                                                                                                                        |
+-----+---------+------+-------+-----+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 158 | Jose    | 2020 | 7     | 28  | “Ah,” said he, “I forgot that I had not seen you for some weeks. It is a little souvenir from the King of Bohemia in return for my assistance in the case of the Irene Adler papers.”                                                                                                                                   |
| 159 | Eugene  | 2020 | 7     | 28  | “I suppose,” said Holmes, “that when Mr. Windibank came back from France he was very annoyed at your having gone to the ball.”                                                                                                                                                                                          |
| 160 | Barbara | 2020 | 7     | 28  | “You had my note?” he asked with a deep harsh voice and a strongly marked German accent. “I told you that I would call.” He looked from one to the other of us, as if uncertain which to address.                                                                                                                       |
| 161 | Ruth    | 2020 | 7     | 28  | Sometime within ten minutes of the theft, I saw the thief get into a car in the courthouse parking lot and drive away. If you have security footage from the courthouse parking lot, you might want to look for cars that left the parking lot in that time frame.                                                      |
| 162 | Eugene  | 2020 | 7     | 28  | I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at the courthouse, I was walking by the ATM on Fifer Street and saw the thief there withdrawing some money.                                                                                                      |
| 163 | Raymond | 2020 | 7     | 28  | As the thief was leaving the courthouse, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+-----+---------+------+-------+-----+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+-----+------+-------+-----+------+--------+----------+---------------+
| id  | year | month | day | hour | minute | activity | license_plate |
| 279 | 98353484       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 95     |
| 280 | 92647903       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 40     |
| 281 | 57022441       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 55     |
| 282 | 32179718       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 20     |
| 283 | 75571594       | 2020 | 7     | 28  | Blumberg Boulevard   | withdraw         | 40     |
| 284 | 32212020       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 20     |
| 285 | 71305903       | 2020 | 7     | 28  | Carvalho Road        | deposit          | 35     |
| 286 | 16654966       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 100    |
| 287 | 38010758       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 85     |
| 288 | 25506511       | 2020 | 7     | 28  | Fifer Street         | withdraw         | 20     |
| 289 | 62690806       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 45     |
| 290 | 79165736       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 5      |
| 291 | 76849114       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 10     |
| 292 | 56171033       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 70     |
| 293 | 27482737       | 2020 | 7     | 28  | Carvalho Road        | deposit          | 85     |
| 294 | 66254725       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 70     |
| 295 | 74812642       | 2020 | 7     | 28  | Blumberg Boulevard   | withdraw         | 60     |
| 296 | 96352349       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 10     |
| 297 | 26017967       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 85     |
| 298 | 70992522       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 25     |
| 299 | 37543139       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 85     |
| 300 | 66344537       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 60     |
| 301 | 55656186       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 95     |
| 302 | 50380485       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 100    |
| 303 | 54824866       | 2020 | 7     | 28  | Blumberg Boulevard   | deposit          | 15     |
| 304 | 26249951       | 2020 | 7     | 28  | Carvalho Road        | deposit          | 70     |
| 305 | 93401152       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 65     |
| 306 | 34939061       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 10     |
| 307 | 24064261       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 25     |
| 308 | 69638157       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 85     |
| 309 | 46222318       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 60     |
| 310 | 58673910       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 10     |
| 311 | 95773068       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 70     |
| 312 | 93903397       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 35     |
| 313 | 81061156       | 2020 | 7     | 28  | Fifer Street         | withdraw         | 30     |
| 314 | 73183211       | 2020 | 7     | 28  | Blumberg Boulevard   | deposit          | 80     |
| 315 | 79127781       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 65     |
| 316 | 95773068       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 45     |
| 317 | 11605357       | 2020 | 7     | 28  | Blumberg Boulevard   | deposit          | 40     |
| 318 | 40981669       | 2020 | 7     | 28  | Carvalho Road        | deposit          | 85     |
| 319 | 57022441       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 85     |
| 320 | 15452229       | 2020 | 7     | 28  | Blumberg Boulevard   | withdraw         | 25     |
| 321 | 40231842       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 5      |
| 322 | 26797365       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 35     |
| 323 | 18363023       | 2020 | 7     | 28  | Blumberg Boulevard   | deposit          | 5      |
| 324 | 13156006       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 15     |
| 325 | 87859883       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 5      |
| 326 | 91814087       | 2020 | 7     | 28  | Daboin Sanchez Drive | deposit          | 45     |
| 327 | 40665580       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 65     |
| 328 | 47306903       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 90     |
| 329 | 34939061       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 100    |
| 330 | 26191313       | 2020 | 7     | 28  | Daboin Sanchez Drive | withdraw         | 90     |
| 331 | 59116006       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 40     |
| 332 | 96352349       | 2020 | 7     | 28  | Carvalho Road        | deposit          | 65     |
| 333 | 65190958       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 50     |
| 334 | 99031604       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 20     |
| 335 | 32134232       | 2020 | 7     | 28  | Humphrey Lane        | deposit          | 70     |
| 336 | 26013199       | 2020 | 7     | 28  | Fifer Street         | withdraw         | 35     |
| 337 | 58552019       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 30     |
| 338 | 17171330       | 2020 | 7     | 28  | Blumberg Boulevard   | withdraw         | 15     |
| 339 | 14180174       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 95     |
| 340 | 86850293       | 2020 | 7     | 28  | Blumberg Boulevard   | deposit          | 60     |
| 341 | 97338436       | 2020 | 7     | 28  | Carvalho Road        | withdraw         | 60     |
| 342 | 55322348       | 2020 | 7     | 28  | Humphrey Lane        | withdraw         | 5      |
+-----+----------------+------+-------+-----+----------------------+------------------+--------+
+----+-------------------+------------------------+------+-------+-----+------+--------+
| id | origin_airport_id | destination_airport_id | year | month | day | hour | minute |
+----+-------------------+------------------------+------+-------+-----+------+--------+
| 1  | 8                 | 7                      | 2020 | 7     | 28  | 17   | 50     |
| 4  | 1                 | 8                      | 2020 | 7     | 28  | 9    | 28     |
| 6  | 8                 | 5                      | 2020 | 7     | 28  | 13   | 49     |
| 17 | 8                 | 4                      | 2020 | 7     | 28  | 20   | 16     |
| 19 | 2                 | 8                      | 2020 | 7     | 28  | 21   | 15     |
| 20 | 6                 | 8                      | 2020 | 7     | 28  | 15   | 22     |
| 22 | 1                 | 8                      | 2020 | 7     | 28  | 12   | 51     |
| 27 | 5                 | 8                      | 2020 | 7     | 28  | 8    | 35     |
| 33 | 6                 | 8                      | 2020 | 7     | 28  | 17   | 58     |
| 34 | 8                 | 5                      | 2020 | 7     | 28  | 17   | 20     |
| 35 | 8                 | 4                      | 2020 | 7     | 28  | 16   | 16     |
| 40 | 7                 | 8                      | 2020 | 7     | 28  | 13   | 47     |
| 41 | 3                 | 8                      | 2020 | 7     | 28  | 14   | 14     |
| 51 | 4                 | 8                      | 2020 | 7     | 28  | 18   | 3      |
+----+-------------------+------------------------+------+-------+-----+------+--------+
+-----+----------------+----------------+------+-------+-----+----------+
| id  |     caller     |    receiver    | year | month | day | duration |
+-----+----------------+----------------+------+-------+-----+----------+
| 211 | (336) 555-0077 | (098) 555-1164 | 2020 | 7     | 28  | 318      |
| 212 | (918) 555-5327 | (060) 555-2489 | 2020 | 7     | 28  | 146      |
| 213 | (491) 555-2505 | (478) 555-1565 | 2020 | 7     | 28  | 241      |
| 214 | (996) 555-8899 | (059) 555-4698 | 2020 | 7     | 28  | 142      |
| 215 | (704) 555-5790 | (772) 555-5770 | 2020 | 7     | 28  | 200      |
| 216 | (984) 555-5921 | (618) 555-9856 | 2020 | 7     | 28  | 546      |
| 217 | (579) 555-5030 | (971) 555-6468 | 2020 | 7     | 28  | 421      |
| 218 | (233) 555-0473 | (831) 555-0973 | 2020 | 7     | 28  | 113      |
| 219 | (293) 555-1469 | (749) 555-4874 | 2020 | 7     | 28  | 195      |
| 220 | (450) 555-8297 | (771) 555-7880 | 2020 | 7     | 28  | 298      |
| 221 | (130) 555-0289 | (996) 555-8899 | 2020 | 7     | 28  | 51       |
| 222 | (209) 555-7806 | (693) 555-7986 | 2020 | 7     | 28  | 487      |
| 223 | (918) 555-2946 | (006) 555-0505 | 2020 | 7     | 28  | 359      |
| 224 | (499) 555-9472 | (892) 555-8872 | 2020 | 7     | 28  | 36       |
| 225 | (669) 555-6918 | (914) 555-5994 | 2020 | 7     | 28  | 233      |
| 226 | (547) 555-8781 | (398) 555-1013 | 2020 | 7     | 28  | 272      |
| 227 | (544) 555-8087 | (389) 555-5198 | 2020 | 7     | 28  | 595      |
| 228 | (666) 555-5774 | (125) 555-8030 | 2020 | 7     | 28  | 326      |
| 229 | (047) 555-0577 | (059) 555-4698 | 2020 | 7     | 28  | 379      |
| 230 | (301) 555-4174 | (711) 555-3007 | 2020 | 7     | 28  | 583      |
| 231 | (801) 555-9266 | (984) 555-5921 | 2020 | 7     | 28  | 148      |
| 232 | (971) 555-6468 | (267) 555-2761 | 2020 | 7     | 28  | 149      |
| 233 | (367) 555-5533 | (375) 555-8161 | 2020 | 7     | 28  | 45       |
| 234 | (609) 555-5876 | (389) 555-5198 | 2020 | 7     | 28  | 60       |
| 235 | (357) 555-0246 | (502) 555-6712 | 2020 | 7     | 28  | 305      |
| 236 | (367) 555-5533 | (344) 555-9601 | 2020 | 7     | 28  | 120      |
| 237 | (394) 555-3247 | (035) 555-2997 | 2020 | 7     | 28  | 111      |
| 238 | (839) 555-1757 | (487) 555-5865 | 2020 | 7     | 28  | 278      |
| 239 | (770) 555-1196 | (324) 555-0416 | 2020 | 7     | 28  | 527      |
| 240 | (636) 555-4198 | (670) 555-8598 | 2020 | 7     | 28  | 69       |
| 241 | (068) 555-0183 | (770) 555-1861 | 2020 | 7     | 28  | 371      |
| 242 | (711) 555-3007 | (113) 555-7544 | 2020 | 7     | 28  | 157      |
| 243 | (060) 555-2489 | (204) 555-4136 | 2020 | 7     | 28  | 510      |
| 244 | (704) 555-2131 | (891) 555-5672 | 2020 | 7     | 28  | 103      |
| 245 | (367) 555-5533 | (022) 555-4052 | 2020 | 7     | 28  | 241      |
| 246 | (873) 555-3868 | (047) 555-0577 | 2020 | 7     | 28  | 109      |
| 247 | (867) 555-9103 | (068) 555-0183 | 2020 | 7     | 28  | 116      |
| 248 | (608) 555-9302 | (725) 555-3243 | 2020 | 7     | 28  | 280      |
| 249 | (901) 555-8732 | (491) 555-2505 | 2020 | 7     | 28  | 451      |
| 250 | (478) 555-1565 | (717) 555-1342 | 2020 | 7     | 28  | 573      |
| 251 | (499) 555-9472 | (717) 555-1342 | 2020 | 7     | 28  | 50       |
| 252 | (695) 555-0348 | (338) 555-6650 | 2020 | 7     | 28  | 383      |
| 253 | (696) 555-9195 | (258) 555-5627 | 2020 | 7     | 28  | 525      |
| 254 | (286) 555-6063 | (676) 555-6554 | 2020 | 7     | 28  | 43       |
| 255 | (770) 555-1861 | (725) 555-3243 | 2020 | 7     | 28  | 49       |
| 256 | (711) 555-3007 | (147) 555-6818 | 2020 | 7     | 28  | 358      |
| 257 | (725) 555-4692 | (821) 555-5262 | 2020 | 7     | 28  | 456      |
| 258 | (324) 555-0416 | (452) 555-8550 | 2020 | 7     | 28  | 328      |
| 259 | (234) 555-1294 | (772) 555-5770 | 2020 | 7     | 28  | 573      |
| 260 | (669) 555-6918 | (971) 555-6468 | 2020 | 7     | 28  | 67       |
| 261 | (031) 555-6622 | (910) 555-3251 | 2020 | 7     | 28  | 38       |
| 262 | (342) 555-9260 | (219) 555-0139 | 2020 | 7     | 28  | 404      |
| 263 | (342) 555-9260 | (487) 555-5865 | 2020 | 7     | 28  | 560      |
| 264 | (801) 555-9266 | (608) 555-9302 | 2020 | 7     | 28  | 425      |
| 265 | (398) 555-1013 | (329) 555-5870 | 2020 | 7     | 28  | 237      |
| 266 | (016) 555-9166 | (336) 555-0077 | 2020 | 7     | 28  | 88       |
| 267 | (594) 555-2863 | (491) 555-2505 | 2020 | 7     | 28  | 361      |
| 268 | (122) 555-4581 | (831) 555-0973 | 2020 | 7     | 28  | 491      |
| 269 | (914) 555-5994 | (973) 555-3809 | 2020 | 7     | 28  | 320      |
| 270 | (258) 555-5627 | (695) 555-0348 | 2020 | 7     | 28  | 368      |
| 271 | (751) 555-6567 | (594) 555-6254 | 2020 | 7     | 28  | 61       |
| 272 | (771) 555-7880 | (711) 555-3007 | 2020 | 7     | 28  | 288      |
| 273 | (219) 555-0139 | (867) 555-9103 | 2020 | 7     | 28  | 514      |
| 274 | (676) 555-6554 | (328) 555-9658 | 2020 | 7     | 28  | 153      |
| 275 | (749) 555-4874 | (492) 555-5484 | 2020 | 7     | 28  | 575      |
| 276 | (328) 555-9658 | (775) 555-7584 | 2020 | 7     | 28  | 579      |
| 277 | (219) 555-0139 | (910) 555-3251 | 2020 | 7     | 28  | 121      |
| 278 | (380) 555-4380 | (680) 555-4935 | 2020 | 7     | 28  | 550      |
| 279 | (826) 555-1652 | (066) 555-9701 | 2020 | 7     | 28  | 55       |
| 280 | (594) 555-6254 | (123) 555-5144 | 2020 | 7     | 28  | 346      |
| 281 | (338) 555-6650 | (704) 555-2131 | 2020 | 7     | 28  | 54       |
| 282 | (971) 555-6468 | (258) 555-5627 | 2020 | 7     | 28  | 441      |
| 283 | (730) 555-5115 | (343) 555-0167 | 2020 | 7     | 28  | 101      |
| 284 | (286) 555-6063 | (310) 555-8568 | 2020 | 7     | 28  | 235      |
| 285 | (367) 555-5533 | (704) 555-5790 | 2020 | 7     | 28  | 75       |
| 286 | (041) 555-4011 | (609) 555-5876 | 2020 | 7     | 28  | 565      |
| 287 | (478) 555-1565 | (031) 555-6622 | 2020 | 7     | 28  | 398      |
+-----+----------------+----------------+------+-------+-----+----------+
